##### DP MATRIX ##### 
XDIM	595	183

XTRACE
M_ST	49	19
M_ST	50	20
M_ST	51	21
M_ST	52	22
M_ST	53	23
M_ST	54	24
M_ST	55	25
M_ST	56	26
M_ST	59	27
M_ST	60	28
M_ST	62	29
M_ST	63	30
M_ST	64	31
M_ST	65	32
M_ST	66	33
M_ST	67	34
M_ST	68	35
M_ST	69	36
M_ST	70	37
M_ST	71	38
M_ST	72	39
M_ST	73	40
M_ST	74	41
M_ST	76	42
M_ST	77	43
M_ST	78	44
M_ST	79	45
M_ST	80	46
M_ST	81	47
M_ST	82	48
M_ST	83	49
M_ST	84	50
M_ST	85	51
M_ST	89	52
M_ST	90	53
M_ST	91	54
M_ST	92	56
M_ST	93	57
M_ST	94	58
M_ST	95	59
M_ST	96	60
M_ST	97	61
M_ST	98	63
M_ST	99	64
M_ST	100	65
M_ST	101	66
M_ST	102	67
M_ST	103	68
M_ST	104	69
M_ST	105	70
M_ST	106	71
M_ST	107	72
M_ST	108	73
M_ST	109	74
M_ST	110	75
M_ST	111	76
M_ST	112	77
M_ST	113	78
M_ST	114	79
M_ST	115	80
M_ST	116	81
M_ST	117	82
M_ST	118	83
M_ST	119	84
M_ST	120	85
M_ST	121	86
M_ST	122	87
M_ST	123	88
M_ST	124	89
M_ST	125	90
M_ST	126	91
M_ST	127	92
M_ST	128	93
M_ST	129	94
M_ST	130	95
M_ST	131	96
/

##### NORMAL STATES #####
XMATRIX
#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	
